AK,25.6542024176893
MN,24.9129873196388
NM,24.8179409290021
ND,24.7167529321765
WI,24.6594984563823
OR,24.6485597145737
RI,24.6144370493336
NE,24.6119126131986
VT,24.6056703694218
SD,24.6056489093655
WA,24.5776438405062
CT,24.5635180631867
DE,24.527847132143
MO,24.5134200791881
WY,24.4593544111713
OH,24.4527648618745
IA,24.4173525674416
CA,24.3988320932701
NV,24.3905595711112
OK,24.3867297431882
NJ,24.3826593670002
ME,24.3765657991747
AZ,24.3720205901058
NY,24.3663018427968
PA,24.3604758472959
TX,24.360342750041
GA,24.3555074666868
IL,24.3532252421875
LA,24.3477310217412
IN,24.34516777232
KS,24.3233781848416
SC,24.3194637385914
MD,24.2795292615701
MA,24.2624945934538
NH,24.2429909777607
FL,24.2206205258877
MI,24.215605828594
NC,24.21517738032
AL,24.2111906630948
MT,24.1834965998191
KY,24.1668080837066
ID,24.1529162961413
HI,24.1504343673239
VA,24.0723823512167
MS,24.0654100273933
AR,24.026470972899
TN,24.0083411038766
WV,23.9535754015634
CO,23.84008881732
DC,23.8021268461824
UT,23.5179098361879
